Inventory_ID,Product_ID,Store_ID,Stock,Reorder_Level,Last_Updated,Warehouse_ID,Stock_Status
INV07695,P0099,S059,307,475,2024-08-16,W002,Low Stock
INV07696,P0459,S046,173,380,2024-01-02,W003,Low Stock
INV07697,P0011,S072,1485,242,2024-01-17,W018,Adequate
INV07698,P0085,S035,749,217,2024-12-09,W018,Adequate
INV07699,P0405,S039,1003,388,2024-01-12,W007,Adequate
INV07700,P0214,S092,677,285,2024-06-30,W013,Adequate
INV07701,P0173,S051,1619,343,2024-11-29,W013,Adequate
INV07702,P0391,S004,1516,347,2024-01-07,W006,Adequate
INV07703,P0209,S080,559,297,2024-09-02,W003,Adequate
INV07704,P0448,S077,1662,214,2024-06-05,W010,Adequate
INV07705,P0382,S084,1704,361,2024-06-22,W005,Adequate
INV07706,P0064,S051,1889,120,2024-11-24,W011,Adequate
INV07707,P0258,S005,1397,280,2024-11-29,W004,Adequate
INV07708,P0332,S055,1978,104,2024-06-29,W010,Adequate
INV07709,P0121,S020,348,231,2024-10-07,W004,Adequate
INV07710,P0298,S024,1090,71,2024-11-04,W013,Adequate
INV07711,P0466,S036,329,332,2024-08-24,W008,Low Stock
INV07712,P0054,S034,1875,154,2024-06-05,W006,Adequate
INV07713,P0331,S054,193,224,2024-09-07,W011,Low Stock
INV07714,P0272,S034,1178,343,2024-08-08,W002,Adequate
INV07715,P0241,S083,1183,417,2024-12-03,W018,Adequate
INV07716,P0243,S017,1719,88,2024-08-10,W018,Adequate
INV07717,P0018,S005,265,448,2024-07-29,W012,Low Stock
INV07718,P0483,S089,167,424,2024-12-02,W017,Low Stock
INV07719,P0187,S018,144,499,2024-05-13,W019,Low Stock
INV07720,P0346,S055,185,494,2024-11-27,W017,Low Stock
INV07721,P0144,S053,885,109,2024-09-15,W004,Adequate
INV07722,P0262,S050,864,441,2024-02-04,W017,Adequate
INV07723,P0441,S072,773,349,2024-07-01,W016,Adequate
INV07724,P0364,S091,1446,348,2024-10-29,W009,Adequate
INV07725,P0491,S079,1006,439,2024-06-09,W011,Adequate
INV07726,P0431,S045,785,261,2024-04-02,W012,Adequate
INV07727,P0239,S013,456,204,2024-07-15,W011,Adequate
INV07728,P0304,S016,1863,222,2024-11-10,W013,Adequate
INV07729,P0298,S086,344,72,2024-07-24,W008,Adequate
INV07730,P0076,S084,734,289,2024-12-17,W014,Adequate
INV07731,P0188,S013,553,258,2024-01-18,W018,Adequate
INV07732,P0333,S020,1020,171,2024-08-21,W014,Adequate
INV07733,P0388,S066,1539,302,2024-11-28,W016,Adequate
INV07734,P0487,S099,787,190,2024-03-06,W015,Adequate
INV07735,P0246,S047,1819,389,2024-08-31,W020,Adequate
INV07736,P0130,S019,935,411,2024-10-02,W007,Adequate
INV07737,P0474,S045,704,369,2024-07-17,W008,Adequate
INV07738,P0315,S037,1127,202,2024-01-18,W006,Adequate
INV07739,P0411,S054,246,430,2024-03-12,W013,Low Stock
INV07740,P0283,S006,811,263,2024-06-03,W017,Adequate
INV07741,P0079,S014,1046,357,2024-06-18,W008,Adequate
INV07742,P0072,S004,952,97,2024-11-17,W011,Adequate
INV07743,P0263,S086,814,366,2024-12-20,W017,Adequate
INV07744,P0191,S055,1548,66,2024-10-08,W009,Adequate
INV07745,P0367,S100,143,345,2024-05-30,W002,Low Stock
INV07746,P0375,S034,729,380,2024-09-17,W010,Adequate
INV07747,P0430,S027,1718,394,2024-03-20,W014,Adequate
INV07748,P0063,S007,862,118,2024-04-15,W002,Adequate
INV07749,P0488,S003,1777,134,2024-01-11,W005,Adequate
INV07750,P0380,S047,1216,331,2024-07-26,W017,Adequate
INV07751,P0012,S097,464,257,2024-05-09,W008,Adequate
INV07752,P0141,S002,1807,489,2024-06-19,W018,Adequate
INV07753,P0254,S080,374,89,2024-02-02,W008,Adequate
INV07754,P0043,S025,676,145,2024-01-24,W012,Adequate
INV07755,P0017,S060,691,299,2024-07-15,W014,Adequate
INV07756,P0063,S079,628,422,2024-02-15,W003,Adequate
INV07757,P0253,S024,1289,185,2024-09-30,W014,Adequate
INV07758,P0465,S015,1401,122,2024-08-18,W004,Adequate
INV07759,P0376,S095,1573,350,2024-05-12,W001,Adequate
INV07760,P0292,S014,555,322,2024-09-20,W009,Adequate
INV07761,P0469,S054,862,218,2024-03-25,W014,Adequate
INV07762,P0008,S078,73,382,2024-11-08,W010,Low Stock
INV07763,P0325,S006,437,442,2024-01-05,W018,Low Stock
INV07764,P0090,S078,880,247,2024-09-25,W010,Adequate
INV07765,P0208,S081,225,396,2024-12-04,W007,Low Stock
INV07766,P0292,S018,1842,155,2024-08-08,W008,Adequate
INV07767,P0284,S020,307,150,2024-07-12,W014,Adequate
INV07768,P0118,S062,965,408,2024-12-11,W004,Adequate
INV07769,P0349,S081,347,284,2024-03-09,W011,Adequate
INV07770,P0175,S080,475,329,2024-10-14,W010,Adequate
INV07771,P0076,S040,1338,378,2024-12-23,W017,Adequate
INV07772,P0101,S039,524,426,2024-06-24,W005,Adequate
INV07773,P0414,S052,1448,155,2024-11-20,W010,Adequate
INV07774,P0151,S032,523,444,2024-08-26,W010,Adequate
INV07775,P0400,S073,561,84,2024-06-27,W007,Adequate
INV07776,P0270,S027,1848,206,2024-09-12,W017,Adequate
INV07777,P0458,S052,1969,441,2024-07-29,W020,Adequate
INV07778,P0071,S097,1272,322,2024-08-14,W012,Adequate
INV07779,P0493,S063,1654,445,2024-03-12,W005,Adequate
INV07780,P0180,S074,568,289,2024-03-05,W005,Adequate
INV07781,P0124,S063,1205,256,2024-06-14,W004,Adequate
INV07782,P0381,S017,1985,294,2024-08-01,W007,Adequate
INV07783,P0293,S049,1799,142,2024-01-17,W002,Adequate
INV07784,P0285,S100,105,158,2024-12-01,W001,Low Stock
INV07785,P0195,S081,190,355,2024-06-21,W010,Low Stock
INV07786,P0399,S082,1160,163,2024-05-08,W001,Adequate
INV07787,P0228,S023,699,73,2024-01-03,W013,Adequate
INV07788,P0431,S098,1143,342,2024-09-04,W017,Adequate
INV07789,P0430,S072,1777,301,2024-03-10,W009,Adequate
INV07790,P0436,S013,830,316,2024-02-21,W004,Adequate
INV07791,P0275,S023,71,404,2024-09-15,W009,Low Stock
INV07792,P0461,S057,754,258,2024-08-26,W007,Adequate
INV07793,P0106,S062,1154,492,2024-04-03,W002,Adequate
INV07794,P0021,S054,456,104,2024-02-16,W018,Adequate
INV07795,P0064,S020,1804,76,2024-03-15,W015,Adequate
INV07796,P0165,S086,904,372,2024-03-31,W010,Adequate
INV07797,P0027,S052,478,493,2024-03-26,W017,Low Stock
INV07798,P0311,S023,51,51,2024-01-06,W007,Adequate
INV07799,P0500,S035,1003,117,2024-08-17,W011,Adequate
INV07800,P0285,S067,573,451,2024-12-16,W007,Adequate
INV07801,P0148,S034,1142,197,2024-11-12,W011,Adequate
INV07802,P0281,S033,1900,368,2024-02-12,W015,Adequate
INV07803,P0326,S046,1287,377,2024-11-07,W019,Adequate
INV07804,P0319,S081,1262,179,2024-07-16,W019,Adequate
INV07805,P0164,S045,1374,132,2024-10-29,W010,Adequate
INV07806,P0386,S019,892,91,2024-06-30,W016,Adequate
INV07807,P0406,S094,254,205,2024-06-17,W020,Adequate
INV07808,P0224,S087,684,206,2024-07-21,W008,Adequate
INV07809,P0272,S015,1332,156,2024-07-12,W001,Adequate
INV07810,P0146,S078,1772,333,2024-01-31,W002,Adequate
INV07811,P0453,S066,1854,237,2024-04-11,W010,Adequate
INV07812,P0438,S039,1630,154,2024-03-04,W010,Adequate
INV07813,P0356,S018,1872,161,2024-12-11,W010,Adequate
INV07814,P0030,S070,1518,182,2024-03-31,W009,Adequate
INV07815,P0045,S059,56,320,2024-09-06,W018,Low Stock
INV07816,P0275,S032,949,159,2024-07-01,W002,Adequate
INV07817,P0471,S021,1426,122,2024-10-28,W005,Adequate
INV07818,P0034,S040,1090,465,2024-12-16,W011,Adequate
INV07819,P0141,S092,1069,485,2024-10-06,W006,Adequate
INV07820,P0427,S027,605,395,2024-07-23,W008,Adequate
INV07821,P0318,S002,1673,342,2024-03-29,W008,Adequate
INV07822,P0374,S097,368,192,2024-10-19,W010,Adequate
INV07823,P0221,S080,1628,474,2024-10-11,W011,Adequate
INV07824,P0356,S039,231,309,2024-06-07,W019,Low Stock
INV07825,P0022,S086,1425,294,2024-12-28,W014,Adequate
INV07826,P0180,S056,907,486,2024-05-09,W011,Adequate
INV07827,P0436,S013,1584,389,2024-09-04,W003,Adequate
INV07828,P0367,S056,1046,204,2024-05-19,W001,Adequate
INV07829,P0420,S066,573,198,2024-07-07,W003,Adequate
INV07830,P0329,S078,1290,109,2024-03-31,W009,Adequate
INV07831,P0231,S056,840,135,2024-02-25,W001,Adequate
INV07832,P0499,S028,117,241,2024-08-13,W012,Low Stock
INV07833,P0403,S064,1975,376,2024-11-29,W012,Adequate
INV07834,P0038,S071,1623,480,2024-11-22,W006,Adequate
INV07835,P0070,S082,1624,231,2024-06-13,W008,Adequate
INV07836,P0116,S064,1078,336,2024-02-05,W003,Adequate
INV07837,P0239,S056,1176,322,2024-11-25,W011,Adequate
INV07838,P0335,S041,1262,304,2024-01-29,W011,Adequate
INV07839,P0441,S100,1288,483,2024-03-20,W005,Adequate
INV07840,P0148,S041,267,56,2024-12-23,W007,Adequate
INV07841,P0009,S100,1930,175,2024-06-17,W019,Adequate
INV07842,P0288,S004,112,132,2024-02-02,W007,Low Stock
INV07843,P0388,S057,165,77,2024-04-02,W010,Adequate
INV07844,P0050,S030,667,315,2024-04-21,W008,Adequate
INV07845,P0338,S088,1031,332,2024-07-27,W014,Adequate
INV07846,P0005,S084,713,446,2024-07-12,W001,Adequate
INV07847,P0404,S046,1240,499,2024-09-20,W013,Adequate
INV07848,P0343,S056,430,300,2024-09-03,W006,Adequate
INV07849,P0126,S031,1315,237,2024-04-27,W006,Adequate
INV07850,P0075,S088,892,432,2024-08-15,W005,Adequate
INV07851,P0165,S007,1073,348,2024-01-09,W003,Adequate
INV07852,P0278,S090,106,118,2024-07-17,W012,Low Stock
INV07853,P0442,S077,1032,368,2024-10-03,W015,Adequate
INV07854,P0324,S054,744,375,2024-05-08,W003,Adequate
INV07855,P0477,S008,699,148,2024-10-28,W016,Adequate
INV07856,P0300,S055,1479,242,2024-03-02,W018,Adequate
INV07857,P0290,S069,322,276,2024-01-02,W009,Adequate
INV07858,P0077,S044,308,231,2024-12-25,W008,Adequate
INV07859,P0298,S013,849,469,2024-11-26,W011,Adequate
INV07860,P0137,S093,621,376,2024-12-22,W003,Adequate
INV07861,P0106,S020,994,142,2024-06-20,W005,Adequate
INV07862,P0095,S078,144,192,2024-09-01,W010,Low Stock
INV07863,P0135,S032,739,252,2024-03-28,W005,Adequate
INV07864,P0068,S060,820,451,2024-03-23,W008,Adequate
INV07865,P0147,S050,411,181,2024-01-05,W006,Adequate
INV07866,P0490,S027,113,316,2024-12-14,W016,Low Stock
INV07867,P0478,S025,574,183,2024-02-08,W012,Adequate
INV07868,P0159,S052,398,427,2024-11-17,W017,Low Stock
INV07869,P0384,S068,1298,228,2024-10-27,W008,Adequate
INV07870,P0163,S021,123,235,2024-03-15,W004,Low Stock
INV07871,P0441,S018,85,493,2024-04-10,W017,Low Stock
INV07872,P0341,S039,1605,67,2024-05-20,W003,Adequate
INV07873,P0189,S015,46,372,2024-04-02,W018,Low Stock
INV07874,P0415,S053,1734,450,2024-04-28,W016,Adequate
INV07875,P0339,S038,1899,146,2024-10-14,W002,Adequate
INV07876,P0095,S048,943,83,2024-04-18,W013,Adequate
INV07877,P0181,S052,1224,463,2024-02-12,W001,Adequate
INV07878,P0288,S088,1299,452,2024-05-15,W003,Adequate
INV07879,P0322,S072,1572,442,2024-11-25,W001,Adequate
INV07880,P0187,S028,1738,473,2024-08-04,W002,Adequate
INV07881,P0372,S085,1153,349,2024-06-04,W019,Adequate
INV07882,P0138,S016,1471,400,2024-02-08,W003,Adequate
INV07883,P0130,S016,803,236,2024-10-08,W001,Adequate
INV07884,P0194,S035,388,396,2024-11-23,W009,Low Stock
INV07885,P0316,S017,575,160,2024-12-23,W008,Adequate
INV07886,P0472,S073,1286,458,2024-01-26,W005,Adequate
INV07887,P0273,S099,1989,296,2024-02-01,W001,Adequate
INV07888,P0352,S052,631,120,2024-02-15,W015,Adequate
INV07889,P0144,S093,1301,358,2024-06-04,W017,Adequate
INV07890,P0016,S082,713,481,2024-08-31,W015,Adequate
INV07891,P0302,S012,1069,376,2024-02-04,W008,Adequate
INV07892,P0423,S083,1191,261,2024-10-04,W003,Adequate
INV07893,P0245,S048,1468,358,2024-08-29,W009,Adequate
INV07894,P0415,S022,621,157,2024-09-15,W020,Adequate
INV07895,P0107,S049,45,226,2024-02-15,W014,Low Stock
INV07896,P0088,S052,723,476,2024-08-24,W006,Adequate
INV07897,P0129,S079,539,277,2024-01-08,W020,Adequate
INV07898,P0395,S001,86,68,2024-09-16,W004,Adequate
INV07899,P0375,S066,802,371,2024-09-27,W012,Adequate
INV07900,P0341,S064,1408,467,2024-02-13,W003,Adequate
INV07901,P0004,S008,1692,297,2024-08-25,W003,Adequate
INV07902,P0327,S086,264,258,2024-06-15,W017,Adequate
INV07903,P0410,S025,1800,265,2024-03-16,W006,Adequate
INV07904,P0367,S066,1045,250,2024-06-05,W015,Adequate
INV07905,P0306,S073,1791,487,2024-07-19,W011,Adequate
INV07906,P0396,S073,702,306,2024-08-21,W018,Adequate
INV07907,P0095,S077,1473,155,2024-08-19,W003,Adequate
INV07908,P0209,S070,1999,360,2024-07-30,W017,Adequate
INV07909,P0225,S094,231,320,2024-06-02,W011,Low Stock
INV07910,P0459,S079,185,432,2024-07-31,W006,Low Stock
INV07911,P0348,S051,325,320,2024-03-27,W005,Adequate
INV07912,P0480,S053,1206,170,2024-01-18,W010,Adequate
INV07913,P0321,S015,396,456,2024-07-09,W002,Low Stock
INV07914,P0047,S050,1504,294,2024-11-03,W015,Adequate
INV07915,P0476,S071,1426,115,2024-02-23,W011,Adequate
INV07916,P0181,S075,1486,479,2024-08-03,W014,Adequate
INV07917,P0106,S038,1440,277,2024-02-11,W014,Adequate
INV07918,P0199,S040,1225,419,2024-12-14,W003,Adequate
INV07919,P0386,S066,1088,186,2024-08-17,W016,Adequate
INV07920,P0106,S039,955,243,2024-08-17,W014,Adequate
INV07921,P0280,S074,1931,243,2024-06-30,W010,Adequate
INV07922,P0260,S017,554,195,2024-05-20,W008,Adequate
INV07923,P0108,S007,732,194,2024-10-14,W012,Adequate
INV07924,P0019,S039,1040,121,2024-12-04,W005,Adequate
INV07925,P0410,S068,1859,403,2024-12-02,W013,Adequate
INV07926,P0459,S035,796,467,2024-11-17,W012,Adequate
INV07927,P0296,S051,1206,241,2024-03-22,W003,Adequate
INV07928,P0306,S047,390,93,2024-06-15,W017,Adequate
INV07929,P0171,S036,43,206,2024-11-29,W020,Low Stock
INV07930,P0331,S064,1996,495,2024-02-23,W005,Adequate
INV07931,P0493,S095,900,65,2024-03-13,W006,Adequate
INV07932,P0195,S089,1723,127,2024-07-31,W013,Adequate
INV07933,P0012,S013,1925,101,2024-06-19,W006,Adequate
INV07934,P0195,S018,481,51,2024-09-26,W013,Adequate
INV07935,P0490,S021,1286,281,2024-08-06,W015,Adequate
INV07936,P0283,S065,1197,110,2024-05-15,W002,Adequate
INV07937,P0369,S100,1464,181,2024-02-04,W011,Adequate
INV07938,P0182,S008,565,431,2024-05-25,W016,Adequate
INV07939,P0450,S048,219,101,2024-07-01,W018,Adequate
INV07940,P0305,S085,1581,346,2024-03-18,W002,Adequate
INV07941,P0144,S043,1417,229,2024-11-03,W010,Adequate
INV07942,P0386,S053,771,80,2024-09-09,W013,Adequate
INV07943,P0316,S085,1218,459,2024-11-23,W008,Adequate
INV07944,P0182,S027,408,204,2024-08-23,W007,Adequate
INV07945,P0030,S019,470,170,2024-11-17,W016,Adequate
INV07946,P0084,S023,1370,100,2024-12-02,W017,Adequate
INV07947,P0166,S050,1485,144,2024-03-17,W009,Adequate
INV07948,P0284,S051,1084,225,2024-03-13,W008,Adequate
INV07949,P0281,S043,165,60,2024-01-27,W020,Adequate
INV07950,P0096,S099,671,441,2024-02-07,W005,Adequate
INV07951,P0381,S051,1174,61,2024-09-10,W005,Adequate
INV07952,P0266,S069,110,404,2024-03-26,W013,Low Stock
INV07953,P0444,S041,1511,94,2024-12-22,W016,Adequate
INV07954,P0298,S072,548,339,2024-12-24,W011,Adequate
INV07955,P0296,S011,1026,254,2024-01-31,W015,Adequate
INV07956,P0225,S080,1506,268,2024-07-23,W017,Adequate
INV07957,P0333,S088,1036,377,2024-07-11,W015,Adequate
INV07958,P0361,S085,1185,480,2024-08-17,W012,Adequate
INV07959,P0374,S052,343,305,2024-06-29,W004,Adequate
INV07960,P0042,S023,1472,297,2024-09-01,W004,Adequate
INV07961,P0303,S049,331,70,2024-02-09,W016,Adequate
INV07962,P0421,S038,263,90,2024-11-24,W015,Adequate
INV07963,P0246,S047,82,327,2024-06-05,W008,Low Stock
INV07964,P0208,S072,776,326,2024-06-16,W020,Adequate
INV07965,P0237,S007,923,461,2024-06-06,W008,Adequate
INV07966,P0022,S066,333,244,2024-05-09,W011,Adequate
INV07967,P0185,S094,1403,120,2024-03-22,W017,Adequate
INV07968,P0468,S077,1242,319,2024-06-04,W003,Adequate
INV07969,P0242,S062,657,384,2024-06-23,W007,Adequate
INV07970,P0363,S087,1833,122,2024-10-14,W012,Adequate
INV07971,P0283,S029,1832,357,2024-03-28,W001,Adequate
INV07972,P0041,S038,453,476,2024-04-11,W011,Low Stock
INV07973,P0336,S084,672,248,2024-09-04,W005,Adequate
INV07974,P0162,S033,740,125,2024-07-24,W006,Adequate
INV07975,P0160,S029,1769,324,2024-03-29,W014,Adequate
INV07976,P0474,S079,1112,332,2024-12-10,W017,Adequate
INV07977,P0089,S023,332,195,2024-10-14,W003,Adequate
INV07978,P0322,S003,309,62,2024-11-05,W004,Adequate
INV07979,P0012,S093,726,412,2024-04-05,W001,Adequate
INV07980,P0424,S045,1443,178,2024-06-07,W004,Adequate
INV07981,P0073,S008,1632,279,2024-04-23,W014,Adequate
INV07982,P0076,S086,1748,134,2024-01-24,W007,Adequate
INV07983,P0346,S029,353,211,2024-06-11,W007,Adequate
INV07984,P0201,S002,823,446,2024-10-12,W001,Adequate
INV07985,P0010,S050,1123,414,2024-12-18,W002,Adequate
INV07986,P0352,S065,144,420,2024-02-24,W003,Low Stock
INV07987,P0226,S020,1033,100,2024-03-04,W018,Adequate
INV07988,P0176,S052,1067,264,2024-02-02,W011,Adequate
INV07989,P0276,S085,1786,50,2024-02-15,W012,Adequate
INV07990,P0039,S037,1409,426,2024-08-06,W014,Adequate
INV07991,P0060,S072,1762,461,2024-10-15,W009,Adequate
INV07992,P0066,S027,909,172,2024-07-14,W010,Adequate
INV07993,P0321,S047,760,337,2024-09-09,W013,Adequate
INV07994,P0435,S099,494,249,2024-10-12,W003,Adequate
INV07995,P0124,S006,1516,232,2024-08-23,W009,Adequate
INV07996,P0164,S060,1192,459,2024-03-19,W002,Adequate
INV07997,P0408,S045,641,447,2024-04-01,W008,Adequate
INV07998,P0411,S044,530,265,2024-04-05,W007,Adequate
INV07999,P0386,S083,1359,289,2024-08-15,W009,Adequate
INV08000,P0159,S018,1770,398,2024-10-12,W013,Adequate
INV08001,P0057,S065,1880,117,2024-12-27,W007,Adequate
INV08002,P0078,S025,512,368,2024-08-22,W007,Adequate
INV08003,P0194,S027,129,131,2024-04-11,W001,Low Stock
INV08004,P0285,S007,1007,191,2024-09-08,W002,Adequate
INV08005,P0015,S044,1562,460,2024-05-19,W017,Adequate
INV08006,P0012,S029,1537,90,2024-11-18,W010,Adequate
INV08007,P0101,S095,1273,288,2024-05-22,W015,Adequate
INV08008,P0156,S044,733,52,2024-08-27,W016,Adequate
INV08009,P0340,S036,946,143,2024-09-22,W013,Adequate
INV08010,P0125,S019,1161,108,2024-12-07,W008,Adequate
INV08011,P0359,S006,1298,277,2024-03-01,W009,Adequate
INV08012,P0280,S025,1001,456,2024-01-23,W001,Adequate
INV08013,P0405,S031,463,67,2024-01-11,W004,Adequate
INV08014,P0394,S009,140,288,2024-01-16,W018,Low Stock
INV08015,P0110,S084,1967,409,2024-02-18,W001,Adequate
INV08016,P0334,S074,1279,123,2024-12-01,W003,Adequate
INV08017,P0357,S037,881,425,2024-06-18,W010,Adequate
INV08018,P0146,S027,1847,381,2024-04-28,W002,Adequate
INV08019,P0216,S013,455,218,2024-02-11,W018,Adequate
INV08020,P0398,S041,1975,313,2024-01-10,W002,Adequate
INV08021,P0162,S066,433,209,2024-02-18,W013,Adequate
INV08022,P0128,S085,1630,386,2024-09-21,W009,Adequate
INV08023,P0314,S097,172,218,2024-07-25,W002,Low Stock
INV08024,P0332,S024,472,478,2024-06-15,W002,Low Stock
INV08025,P0150,S044,1978,255,2024-01-02,W005,Adequate
INV08026,P0454,S098,1446,406,2024-03-08,W014,Adequate
INV08027,P0036,S060,1019,58,2024-11-03,W003,Adequate
INV08028,P0173,S009,916,395,2024-07-28,W014,Adequate
INV08029,P0420,S002,438,353,2024-05-18,W001,Adequate
INV08030,P0022,S056,1015,164,2024-02-06,W009,Adequate
INV08031,P0206,S030,1080,201,2024-08-05,W016,Adequate
INV08032,P0127,S022,497,136,2024-10-04,W017,Adequate
INV08033,P0336,S075,1637,144,2024-06-28,W008,Adequate
INV08034,P0445,S081,168,280,2024-01-05,W015,Low Stock
INV08035,P0356,S100,988,477,2024-05-09,W008,Adequate
INV08036,P0440,S013,1605,235,2024-05-12,W007,Adequate
INV08037,P0217,S071,1873,499,2024-04-08,W009,Adequate
INV08038,P0096,S016,560,163,2024-06-08,W002,Adequate
INV08039,P0417,S097,427,323,2024-08-23,W010,Adequate
INV08040,P0429,S045,418,78,2024-05-26,W005,Adequate
INV08041,P0164,S065,1370,252,2024-12-24,W016,Adequate
INV08042,P0148,S011,1540,51,2024-04-24,W001,Adequate
INV08043,P0018,S070,454,127,2024-01-04,W006,Adequate
INV08044,P0294,S020,713,373,2024-03-27,W010,Adequate
INV08045,P0195,S099,201,280,2024-02-15,W010,Low Stock
INV08046,P0151,S063,178,147,2024-03-23,W019,Adequate
INV08047,P0480,S090,56,166,2024-06-02,W013,Low Stock
INV08048,P0365,S012,1721,159,2024-11-01,W019,Adequate
INV08049,P0123,S062,1627,216,2024-10-08,W003,Adequate
INV08050,P0400,S094,1827,346,2024-11-22,W013,Adequate
INV08051,P0187,S092,1929,420,2024-10-14,W004,Adequate
INV08052,P0453,S091,945,386,2024-04-20,W008,Adequate
INV08053,P0452,S042,500,427,2024-04-26,W012,Adequate
INV08054,P0149,S083,738,136,2024-04-06,W017,Adequate
INV08055,P0104,S069,1956,71,2024-10-08,W001,Adequate
INV08056,P0243,S058,111,259,2024-07-07,W002,Low Stock
INV08057,P0462,S005,1171,354,2024-03-28,W009,Adequate
INV08058,P0231,S027,1804,461,2024-11-02,W001,Adequate
INV08059,P0479,S028,714,321,2024-03-27,W019,Adequate
INV08060,P0206,S026,1401,373,2024-01-26,W017,Adequate
INV08061,P0198,S091,876,495,2024-01-31,W005,Adequate
INV08062,P0396,S049,1938,469,2024-05-05,W015,Adequate
INV08063,P0400,S021,1371,327,2024-07-16,W020,Adequate
INV08064,P0337,S001,1381,188,2024-10-27,W012,Adequate
INV08065,P0493,S092,1079,390,2024-01-31,W004,Adequate
INV08066,P0087,S058,812,426,2024-11-12,W015,Adequate
INV08067,P0142,S079,1339,281,2024-08-19,W003,Adequate
INV08068,P0317,S055,963,282,2024-02-14,W014,Adequate
INV08069,P0199,S081,1208,129,2024-11-11,W004,Adequate
INV08070,P0046,S026,1077,475,2024-07-07,W019,Adequate
INV08071,P0288,S084,36,104,2024-02-21,W006,Low Stock
INV08072,P0015,S025,1746,340,2024-02-21,W017,Adequate
INV08073,P0044,S077,1828,490,2024-11-27,W018,Adequate
INV08074,P0401,S033,1012,83,2024-11-13,W008,Adequate
INV08075,P0169,S089,1293,378,2024-11-18,W019,Adequate
INV08076,P0310,S072,862,382,2024-03-19,W020,Adequate
INV08077,P0495,S069,731,437,2024-02-18,W012,Adequate
INV08078,P0044,S006,1531,301,2024-08-17,W017,Adequate
INV08079,P0098,S023,1251,479,2024-12-09,W019,Adequate
INV08080,P0261,S030,1451,174,2024-02-13,W001,Adequate
INV08081,P0109,S078,1893,60,2024-10-18,W011,Adequate
INV08082,P0283,S054,1746,366,2024-09-03,W010,Adequate
INV08083,P0372,S087,809,171,2024-08-06,W016,Adequate
INV08084,P0343,S011,1024,84,2024-01-22,W005,Adequate
INV08085,P0104,S031,22,118,2024-05-09,W017,Low Stock
INV08086,P0256,S006,1526,362,2024-01-07,W009,Adequate
INV08087,P0379,S011,1471,188,2024-09-28,W008,Adequate
INV08088,P0206,S077,795,61,2024-12-15,W010,Adequate
INV08089,P0335,S012,495,174,2024-02-13,W008,Adequate
INV08090,P0043,S066,899,348,2024-08-27,W003,Adequate
INV08091,P0353,S053,424,196,2024-03-05,W012,Adequate
INV08092,P0245,S099,699,126,2024-09-02,W004,Adequate
INV08093,P0287,S036,17,117,2024-03-13,W018,Low Stock
INV08094,P0355,S017,1982,255,2024-03-11,W009,Adequate
INV08095,P0273,S028,1468,285,2024-07-15,W004,Adequate
INV08096,P0476,S092,1584,108,2024-07-07,W002,Adequate
INV08097,P0083,S022,1582,307,2024-06-06,W007,Adequate
INV08098,P0110,S007,626,303,2024-11-25,W018,Adequate
INV08099,P0438,S015,1062,441,2024-01-25,W002,Adequate
INV08100,P0190,S096,1752,455,2024-12-03,W002,Adequate
INV08101,P0471,S011,1233,292,2024-03-11,W010,Adequate
INV08102,P0288,S024,1797,326,2024-11-08,W003,Adequate
INV08103,P0424,S067,210,269,2024-08-10,W019,Low Stock
INV08104,P0397,S030,564,274,2024-06-08,W002,Adequate
INV08105,P0251,S070,971,462,2024-11-01,W003,Adequate
INV08106,P0212,S066,1304,150,2024-03-15,W009,Adequate
INV08107,P0291,S061,1890,391,2024-05-17,W011,Adequate
INV08108,P0133,S078,1856,171,2024-02-10,W011,Adequate
INV08109,P0201,S041,132,267,2024-10-29,W003,Low Stock
INV08110,P0285,S082,448,124,2024-11-29,W005,Adequate
INV08111,P0326,S051,263,380,2024-11-04,W012,Low Stock
INV08112,P0409,S044,1830,286,2024-01-16,W015,Adequate
INV08113,P0095,S095,110,388,2024-07-07,W017,Low Stock
INV08114,P0278,S013,1578,289,2024-01-28,W016,Adequate
INV08115,P0450,S090,849,214,2024-06-11,W017,Adequate
INV08116,P0429,S012,1261,383,2024-11-12,W015,Adequate
INV08117,P0325,S082,1914,206,2024-02-24,W013,Adequate
INV08118,P0219,S009,1480,260,2024-09-30,W002,Adequate
INV08119,P0089,S085,900,470,2024-10-31,W017,Adequate
INV08120,P0072,S048,758,326,2024-04-11,W001,Adequate
INV08121,P0247,S049,1539,265,2024-02-11,W010,Adequate
INV08122,P0129,S053,1899,267,2024-09-19,W004,Adequate
INV08123,P0212,S056,860,282,2024-06-19,W010,Adequate
INV08124,P0428,S040,896,425,2024-07-26,W012,Adequate
INV08125,P0343,S024,861,61,2024-11-10,W003,Adequate
INV08126,P0096,S098,1847,481,2024-02-18,W001,Adequate
INV08127,P0075,S072,1196,132,2024-02-29,W019,Adequate
INV08128,P0423,S033,192,480,2024-01-06,W001,Low Stock
INV08129,P0495,S023,514,162,2024-05-27,W019,Adequate
INV08130,P0054,S077,789,320,2024-10-13,W004,Adequate
INV08131,P0344,S054,967,244,2024-07-29,W013,Adequate
INV08132,P0459,S053,1591,418,2024-05-29,W014,Adequate
INV08133,P0413,S049,1809,190,2024-03-25,W014,Adequate
INV08134,P0054,S078,1432,492,2024-06-08,W003,Adequate
